ProductKey,CustomerKey,OrderDateKey,ShipDateKey,SalesOrderNumber,AddressLine1,AddressLine2,City,StateProvinceName,EnglishCountryRegionName,CustomerKey,lat,lon,shipDate,firstUse,lastTimeUsed,finalUse,avgSpeed,consistency,distanceParameter,freqParameter
222,28935,20070919,20070926,SO54650,7538 Black Pine Lane,,Hervey Bay,Queensland,Australia,28935,-25.28634086,152.7609543,00:00.0,47:57.2,38:04.0,14:34.0,19.0004597,3.630895063,4.919583307,4.760927752
222,28721,20080502,20080509,SO69662,2562 Meadowbrook Drive,,Hervey Bay,Queensland,Australia,28721,-25.297398,152.7765802,00:00.0,49:14.5,42:38.0,59:51.4,18.69902319,5.593388556,2.340249658,6.401712216
222,28318,20071228,20080104,SO60937,8012 Dalis Dr.,,Hervey Bay,Queensland,Australia,28318,-25.29213697,152.7646303,00:00.0,01:16.5,42:41.0,03:44.2,18.02945309,9.180055904,21.50234517,10.35704014
222,27720,20070903,20070910,SO53726,1707 Poor Ridge Court,,Hervey Bay,Queensland,Australia,27720,-25.28719663,152.7695414,00:00.0,48:56.8,43:26.0,39:26.4,19.92888725,9.340770882,7.94980039,4.621033566
222,19630,20071126,20071203,SO58595,6004 Peabody Road,,Hervey Bay,Queensland,Australia,19630,-25.28692516,152.7633073,00:00.0,56:36.5,31:53.0,14:20.5,19.95061629,3.768674921,1.759493252,9.598714283
222,19975,20071231,20080107,SO61160,6514 Morello Ave.,,Hervey Bay,Queensland,Australia,19975,-25.29711678,152.7645758,00:00.0,05:01.4,26:46.0,26:46.0,18.59836638,9.926285566,38.45327391,3.701369971
222,25121,20071221,20071228,SO60504,3676 Oak Leaf Ct,,Hervey Bay,Queensland,Australia,25121,-25.28789809,152.7675892,00:00.0,05:33.5,10:29.0,46:15.7,22.33250654,10.16549268,24.80376709,1.143428444
222,12003,20080211,20080218,SO63995,2288 Morning Way,,Hervey Bay,Queensland,Australia,12003,-25.29684412,152.7653204,00:00.0,22:34.9,28:01.0,17:44.9,20.37554431,4.707553702,5.685303576,5.514451667
222,11894,20070902,20070909,SO53713,4166 Deercreek Ln.,,Hervey Bay,Queensland,Australia,11894,-25.29083902,152.7665595,00:00.0,36:14.1,12:17.0,46:14.5,22.24455789,8.431625434,1.3335732,4.619217252
222,13003,20071109,20071116,SO57635,6465 S. 97th Street,,Hervey Bay,Queensland,Australia,13003,-25.2788158,152.7674144,00:00.0,28:18.1,51:17.0,50:05.1,20.57429684,10.10233122,17.25945615,9.760722953
222,12671,20080301,20080308,SO65395,6660 Poppy Circle,,Rockhampton,Queensland,Australia,12671,-23.38084417,150.5169755,00:00.0,37:25.9,52:12.0,43:49.0,15.40085033,4.909579799,3.228328542,1.79505309
222,12036,20080410,20080417,SO67968,2901 Sunny Ave,,Rockhampton,Queensland,Australia,12036,-23.38082887,150.5020806,00:00.0,14:37.0,22:26.0,40:11.8,20.2996362,1.66313795,4.865845459,7.02761111
222,15794,20070924,20071001,SO54894,98 Ruby Lane,,Rockhampton,Queensland,Australia,15794,-23.37620111,150.5043469,00:00.0,55:18.3,38:23.0,40:08.7,18.94623933,7.378231978,0.921783809,3.768448587
222,17241,20080222,20080229,SO64728,7691 Mcneil Place,,Rockhampton,Queensland,Australia,17241,-23.37949917,150.5047764,00:00.0,17:59.1,53:15.0,28:29.2,19.72341991,1.628736611,0.788684095,2.776414143
222,18293,20070804,20070811,SO52025,5058 Anchor Ave,,Rockhampton,Queensland,Australia,18293,-23.37178257,150.5150914,00:00.0,22:10.7,05:32.0,35:14.3,21.12579874,10.59211408,13.69429092,1.195239746
222,22937,20080620,20080627,SO73388,9457 Roxbury Dr.,,Rockhampton,Queensland,Australia,22937,-23.38668693,150.5065053,00:00.0,46:48.5,11:20.0,11:20.0,21.29626929,7.676734453,17.05220245,3.456861009
222,28140,20080630,20080707,SO74101,9482 Rosebrook Ct.,,Rockhampton,Queensland,Australia,28140,-23.37179524,150.508641,00:00.0,06:32.9,23:08.0,14:12.4,23.02917934,5.913270008,11.05600415,10.63810895
222,26188,20080322,20080329,SO66688,7797 Richard Place,,Rockhampton,Queensland,Australia,26188,-23.38152657,150.5005033,00:00.0,18:09.5,28:56.0,41:29.1,22.27915129,5.775976074,10.85072367,8.761943487
222,29321,20071126,20071203,SO58593,8315 Rolando Avenue,,Rockhampton,Queensland,Australia,29321,-23.36958765,150.5078424,00:00.0,33:25.0,57:58.0,16:35.2,16.62666276,7.992898888,22.77660189,4.66262602
222,22854,20080620,20080627,SO73386,629 Redrock Drive,,Townsville,Queensland,Australia,22854,-19.25136064,146.8138822,00:00.0,18:30.5,16:13.0,58:28.7,16.94297578,10.67917222,7.951657219,6.548545918
222,24605,20070724,20070731,SO51559,5745 St. Paul Way,,Townsville,Queensland,Australia,24605,-19.25688697,146.8146069,00:00.0,00:08.2,16:33.0,16:30.3,21.10733568,4.175739507,6.246216739,5.158784018
222,24274,20080430,20080507,SO69374,6417 Del Rey St,,Townsville,Queensland,Australia,24274,-19.25998476,146.8151867,00:00.0,43:26.0,45:50.0,26:14.4,21.2477629,1.278353239,0.391071189,10.81120331
222,22201,20080611,20080618,SO72704,8812 Dianda Dr.,,Townsville,Queensland,Australia,22201,-19.26260772,146.8137195,00:00.0,01:23.5,55:57.0,56:42.2,16.04430029,2.530569056,5.911367937,3.186336412
222,15239,20080206,20080213,SO63627,6140 Mt. Whitney Way,,Townsville,Queensland,Australia,15239,-19.266646,146.8087667,00:00.0,28:20.7,31:56.0,15:19.1,17.07134325,6.528039911,1.117307988,7.92497344
222,15136,20070803,20070810,SO51974,4350 Laguna St,,Townsville,Queensland,Australia,15136,-19.25477891,146.8244441,00:00.0,25:51.5,35:25.0,36:38.3,17.89747516,5.871637624,17.08646179,6.4054972
222,15148,20070922,20070929,SO54773,846 Springwood Way,,Townsville,Queensland,Australia,15148,-19.26203381,146.8167423,00:00.0,33:45.0,53:49.0,53:38.3,16.55614781,10.12477637,8.500814053,8.55349885
222,12010,20080207,20080214,SO63755,1640 Windmill Way,,Townsville,Queensland,Australia,12010,-19.25406045,146.814848,00:00.0,52:17.1,09:35.0,10:28.0,16.12202871,8.751928992,15.58438073,9.341584767
222,13010,20071206,20071213,SO59486,48 Lacanda Ct.,,Townsville,Queensland,Australia,13010,-19.25679797,146.8269153,00:00.0,39:12.7,28:29.0,57:01.0,17.47348218,8.730417895,3.285634904,1.071777056
222,12994,20080410,20080417,SO68029,7718 Beech Ct.,,Townsville,Queensland,Australia,12994,-19.1968036,146.6831301,00:00.0,53:45.5,46:14.0,47:26.0,21.40933111,4.637752941,7.17553107,7.346297835
222,14012,20071225,20080101,SO60762,6142 Kentucky Drive,,Townsville,Queensland,Australia,14012,-19.26058493,146.8209967,00:00.0,24:24.1,37:47.0,17:16.1,20.41200315,8.914184603,19.8340625,6.595185033
222,14050,20080205,20080212,SO63606,2396 Ancona Ct.,,Cloverdale,South Australia,Australia,14050,-31.9556126,115.9520875,00:00.0,29:02.3,06:58.0,41:37.1,19.97637789,6.506631865,9.192207471,9.358411019
222,11074,20070924,20071001,SO54893,4661 Bluetail,,Cloverdale,South Australia,Australia,11074,-31.95295583,115.9395865,00:00.0,31:50.7,36:38.0,44:56.0,18.02400991,2.591349721,14.39047398,9.566614762
222,11450,20071219,20071226,SO60380,7411 Crivello Avenue,,Cloverdale,South Australia,Australia,11450,-31.96265881,115.9366427,00:00.0,46:54.7,54:35.0,01:52.4,19.85220411,3.219217765,0.197789981,5.450399901
222,21949,20080528,20080604,SO71488,8109 Live Oak Ave.,,Cloverdale,South Australia,Australia,21949,-31.96023151,115.9379681,00:00.0,25:42.0,36:10.0,04:27.5,19.9556684,10.04127976,13.58947558,1.694827359
222,24611,20070802,20070809,SO51922,3340 Clifford Court,,Cloverdale,South Australia,Australia,24611,-31.96919335,115.9389655,00:00.0,15:34.0,55:54.0,42:32.9,14.8865535,1.873066141,5.940520376,10.14562909
222,25213,20080105,20080112,SO61524,1462 Summit View Dr.,,Cloverdale,South Australia,Australia,25213,-31.96541802,115.9472786,00:00.0,23:16.5,10:02.0,40:35.9,21.88049282,6.484528987,0.009914342,7.90733602
222,23541,20071028,20071104,SO56796,3356 Northstar Drive,,Cloverdale,South Australia,Australia,23541,-31.96157885,115.9498761,00:00.0,46:36.5,21:26.0,46:43.4,20.14453511,2.120655709,34.93094575,9.072818584
222,28927,20070906,20070913,SO53911,3217 Elm St,,Cloverdale,South Australia,Australia,28927,-34.8188749,138.6999767,00:00.0,48:14.9,33:18.0,57:46.6,18.16743956,9.288925853,12.0044221,1.689891748
222,25814,20080304,20080311,SO65508,15 Aspen Drive,,Findon,South Australia,Australia,25814,-34.90206371,138.5220347,00:00.0,55:46.4,54:50.0,57:11.9,19.44461519,3.298847272,3.37124607,8.234468944
222,27352,20071201,20071208,SO59126,P.O. Box 8070,,Findon,South Australia,Australia,27352,-34.9004716,138.5312279,00:00.0,53:37.2,06:23.0,41:49.7,21.66059488,9.650344336,2.385021466,8.720118718
222,23650,20071128,20071205,SO58712,9761 Darnett Circle,,Findon,South Australia,Australia,23650,-34.89450783,138.5306459,00:00.0,05:33.3,05:43.0,09:48.6,16.61912078,3.020626214,9.707157912,8.94499654
222,19964,20071220,20071227,SO60429,3318 N. 8th St.,,Findon,South Australia,Australia,19964,-34.89185508,138.5326279,00:00.0,55:42.5,38:01.0,21:09.4,16.24713773,10.69441774,2.212257699,5.680935189
222,19763,20070712,20070719,SO51368,1294 Golden Rain Road,,Findon,South Australia,Australia,19763,-34.89133141,138.5390803,00:00.0,00:54.6,50:31.0,55:23.3,19.06737781,3.104458421,0.538011008,3.851410414
222,20427,20080220,20080227,SO64593,3372 Via Cordona,,Findon,South Australia,Australia,20427,-34.89226484,138.5277069,00:00.0,00:21.6,04:56.0,20:31.7,19.23869433,5.921062496,5.516841048,10.87137543
222,14033,20080617,20080624,SO73098,2895 Churchill Dr,,Findon,South Australia,Australia,14033,-34.90522182,138.5292696,00:00.0,29:54.8,17:21.0,17:21.0,20.39155129,10.27159349,9.530592142,2.888388911
222,12691,20080413,20080420,SO68156,9491 Fountain Road,,Findon,South Australia,Australia,12691,-34.90744597,138.5369906,00:00.0,27:27.0,19:58.0,19:58.0,20.06038149,2.620400032,17.18572696,2.271958575
222,12339,20080204,20080211,SO63550,9543 West I St.,,Findon,South Australia,Australia,12339,-34.9003464,138.5753167,00:00.0,50:26.6,39:23.0,39:23.0,18.36788524,6.96550553,12.30125953,2.621938822
222,12705,20071116,20071123,SO58065,6064 Brodia Court,,Perth,South Australia,Australia,12705,-32.3291937,115.8017152,00:00.0,48:33.6,54:00.0,07:38.9,16.06977177,10.61411424,6.743995735,5.570774913
222,13651,20080622,20080629,SO73578,9177 Concord Royale,,Perth,South Australia,Australia,13651,-31.95853158,115.8554599,00:00.0,04:33.4,47:02.0,13:21.0,22.34140551,7.684895897,2.246928284,4.290008635
222,11080,20071225,20080101,SO60764,9941 Stonehedge Dr.,,Perth,South Australia,Australia,11080,-31.94783438,115.8661953,00:00.0,52:15.6,09:07.0,27:09.2,19.01843401,4.236396386,7.122844549,9.968519189
222,15206,20080422,20080429,SO68744,4176 Cotton Ct,,Perth,South Australia,Australia,15206,-31.94590589,115.8621877,00:00.0,36:14.1,19:49.0,12:09.4,17.52282255,2.686571998,5.344917837,7.127813097
222,15181,20080408,20080415,SO67892,8160 Star Tree Court,,Perth,South Australia,Australia,15181,-31.94909675,115.8670693,00:00.0,43:26.9,05:20.0,15:16.1,19.40810068,7.785858864,5.232709398,5.187167217
222,16181,20080408,20080415,SO67842,9021 Terrace Drive,,Perth,South Australia,Australia,16181,-31.9602692,115.8673749,00:00.0,42:13.2,26:41.0,00:22.4,18.85344778,10.26937233,10.31960678,10.92029666
222,18906,20070702,20070709,SO51196,8857 Sunshine,,Perth,South Australia,Australia,18906,-31.94585625,115.8522174,00:00.0,10:00.0,31:28.0,31:54.6,22.46097455,9.747146341,6.8520607,4.330551932
222,23409,20071220,20071227,SO60427,2639 Anchor Court,,Perth,South Australia,Australia,23409,-32.6018701,115.6411286,00:00.0,46:55.6,52:39.0,04:38.1,20.59703507,1.632715882,9.197692538,9.124575315
222,22942,20080604,20080611,SO72129,6951 Harmony Way,,Perth,South Australia,Australia,22942,-31.9790356,115.9306849,00:00.0,58:54.7,14:39.0,22:33.2,14.39670603,4.546727684,0.484686555,10.12220504
222,24887,20070912,20070919,SO54186,6045 Holiday Hills Dr.,,Perth,South Australia,Australia,24887,-31.95141477,115.8701657,00:00.0,42:05.2,58:20.0,38:10.4,18.00360879,8.920540808,10.65779232,10.73393531
222,25718,20080514,20080521,SO70580,8166 Starflower Dr,,Perth,South Australia,Australia,25718,-31.95187627,115.8534922,00:00.0,36:17.6,11:55.0,26:25.3,19.32007068,9.46281155,0.868382452,9.350831861
222,26663,20080428,20080505,SO69223,296 Bel Air Dr.,,Perth,South Australia,Australia,26663,-31.95177026,115.8509562,00:00.0,54:15.3,39:25.0,56:02.1,19.33737996,6.046012805,16.74459405,6.109848227
222,24178,20080307,20080314,SO65731,9568 Gold Crest Ct.,,Hobart,Tasmania,Australia,24178,-42.87978826,147.3213915,00:00.0,16:41.8,50:07.0,50:07.0,16.15087532,10.13014098,6.933785905,2.646329416
222,22904,20080625,20080702,SO73761,9632 S. Silver Spring,,Hobart,Tasmania,Australia,22904,-42.88061036,147.327257,00:00.0,29:22.3,06:57.0,06:57.0,20.80214182,1.01530289,19.61800717,1.467310237
222,23317,20080323,20080330,SO66706,3229 Pembroke Dr.,,Hobart,Tasmania,Australia,23317,-42.8696905,147.3695298,00:00.0,48:43.2,17:36.0,49:17.0,20.20602319,10.14622056,5.338988617,6.165907699
222,19585,20080731,20080807,SO75089,8292 Ferndale Lane,,Hobart,Tasmania,Australia,19585,-42.88063036,147.326531,00:00.0,16:47.8,11:13.0,27:57.7,19.29589648,5.319764671,1.170380209,8.235224385
222,20247,20080126,20080202,SO62806,8477 Riverwood Circle,,Hobart,Tasmania,Australia,20247,-42.88934597,147.3216867,00:00.0,42:17.3,50:01.0,32:53.6,18.70273697,7.321295893,0.709490205,4.728659658
222,18325,20071121,20071128,SO58292,1173 Dale Pl.,,Hobart,Tasmania,Australia,18325,-42.8727428,147.2984426,00:00.0,08:00.4,37:02.0,41:33.0,17.94267536,6.692429714,5.575300361,7.408366286
222,18707,20070824,20070831,SO53012,3140 Park Tree Ct,,Hobart,Tasmania,Australia,18707,-42.8868055,147.3343823,00:00.0,25:30.7,19:14.0,50:57.3,19.27456073,2.570093659,5.078285635,5.625099552
222,16929,20071226,20080102,SO60816,7061 Eaker Way,,Hobart,Tasmania,Australia,16929,-42.87831078,147.3294698,00:00.0,01:05.9,52:32.0,30:01.8,21.15273687,10.6397651,29.22743681,9.503709675
222,15039,20080324,20080331,SO66770,4951 Coralie Drive,,Hobart,Tasmania,Australia,15039,-42.88756174,147.3299919,00:00.0,10:35.7,18:50.0,51:44.6,18.46713822,2.150185181,6.165860917,9.208917557
222,11050,20080522,20080529,SO71147,2741 Gainborough Dr.,,Hobart,Tasmania,Australia,11050,-42.87811064,147.3330864,00:00.0,18:33.0,37:04.0,28:17.5,15.41229978,8.041600956,18.72946093,4.621468801
222,11002,20070827,20070903,SO53237,5844 Linden Land,,Hobart,Tasmania,Australia,11002,-42.884679,147.328017,00:00.0,15:34.9,00:41.0,44:19.8,18.98985714,1.199276235,5.206831056,8.968674581
222,12035,20070811,20070818,SO52373,4945 Noah Court,,Hobart,Tasmania,Australia,12035,-42.88229159,147.3183675,00:00.0,11:31.7,44:16.0,44:29.8,18.13686344,5.292219282,4.617690517,2.835383348
222,14306,20071102,20071109,SO57292,6046 Freya Way,,Hobart,Tasmania,Australia,14306,-42.8877753,147.3298978,00:00.0,21:50.2,22:13.0,05:14.5,14.34532944,5.135490132,19.79723827,4.498503001
222,12667,20080319,20080326,SO66502,9270 Via Pablo Neruda,,Hobart,Tasmania,Australia,12667,-42.88668269,147.3281575,00:00.0,30:54.7,06:25.0,12:00.4,16.72637697,3.446487275,4.958724271,3.427354531
222,13108,20080420,20080427,SO68678,9566 River Ash Court,,Bendigo,Victoria,Australia,13108,-36.75272234,144.2744407,00:00.0,12:05.1,29:11.0,15:47.8,18.15326262,10.43816157,12.21093827,6.589441596
222,11018,20080426,20080503,SO69087,244 Rivewview,,Bendigo,Victoria,Australia,11018,-36.76028062,144.2831347,00:00.0,00:52.0,20:20.0,59:04.6,19.48611731,10.98786183,17.16811749,3.293188933
222,11029,20071102,20071109,SO57294,6385 Mark Twain,,Bendigo,Victoria,Australia,11029,-36.75034405,144.2768425,00:00.0,44:02.8,47:26.0,04:47.3,19.24876274,3.637379537,10.84376999,7.617214795
222,16482,20070824,20070831,SO53004,6992 Mt. View Drive,,Bendigo,Victoria,Australia,16482,-36.7549516,144.273847,00:00.0,36:02.4,53:40.0,04:33.0,19.37889735,1.909309077,16.74242157,4.905172251
222,21993,20070909,20070916,SO54044,1277 Argenta Dr.,,Bendigo,Victoria,Australia,21993,-36.76157197,144.2771266,00:00.0,41:53.4,44:38.0,50:30.4,22.14185996,7.426594746,5.295717603,9.036372351
222,23544,20080220,20080227,SO64594,4130 Skycrest Drive,,Bendigo,Victoria,Australia,23544,-36.7482364,144.2830771,00:00.0,43:08.7,30:06.0,30:13.7,19.60146927,9.328989849,18.1719485,10.86944947
222,25215,20080106,20080113,SO61584,8102 Birch Bark Road,,Bendigo,Victoria,Australia,25215,-36.75424101,144.2789723,00:00.0,19:23.8,11:45.0,13:37.4,19.57347397,6.089906364,9.431220278,7.108404954
222,26785,20071118,20071125,SO58135,635 Chickpea Ct.,,Bendigo,Victoria,Australia,26785,-36.766386,144.2832243,00:00.0,31:46.5,52:44.0,32:51.8,21.49531086,7.217211116,24.42816884,8.55666136
222,28202,20070703,20070710,SO51213,1688 Sudan Loop,,Bendigo,Victoria,Australia,28202,-36.76095951,144.2871527,00:00.0,38:54.4,15:08.0,15:08.0,22.51181115,3.164523254,0.967884992,10.73795997
222,27719,20080407,20080414,SO67826,3400 Krueger Drive,,Bendigo,Victoria,Australia,27719,-36.75107868,144.282819,00:00.0,14:03.5,41:49.0,38:57.4,17.58983159,8.361483977,2.024462635,7.367978428
222,29064,20071223,20071230,SO60627,2109 Harvey Way,,Cranbourne,Victoria,Australia,29064,-38.1033205,145.2814044,00:00.0,53:01.6,52:14.0,29:04.7,17.99958723,10.04750723,0.95765786,1.782655932
222,23546,20071025,20071101,SO56644,1487 Franklin Canyon Road,,Cranbourne,Victoria,Australia,23546,-38.11137951,145.2795261,00:00.0,35:35.9,28:51.0,38:07.7,21.53208655,4.708542856,5.775462032,2.706277544
222,23569,20080120,20080127,SO62404,9425 Rolando Avenue,,Cranbourne,Victoria,Australia,23569,-38.10954343,145.2753743,00:00.0,50:50.8,17:24.0,07:26.9,19.49969546,3.116661229,22.85281442,7.923372919
222,23659,20080322,20080329,SO66687,1284 Poppy Pl.,,Cranbourne,Victoria,Australia,23659,-38.10248466,145.2699065,00:00.0,54:45.9,41:25.0,41:25.0,17.08715428,8.268984097,3.799288068,6.347894205
222,21898,20080505,20080512,SO69869,2497 Hazel Drive,,Cranbourne,Victoria,Australia,21898,-38.1099663,145.2830007,00:00.0,16:10.9,18:27.0,33:16.7,21.993591,3.36550453,12.04296113,6.361887011
222,15798,20071014,20071021,SO56072,7927 Saclan Terr.,,Cranbourne,Victoria,Australia,15798,-38.10048725,145.2829883,00:00.0,32:21.4,39:16.0,39:16.0,18.03260011,7.77869457,4.418096121,6.817342907
222,15587,20080421,20080428,SO68720,7420 Lilac Circle,,Cranbourne,Victoria,Australia,15587,-38.10913123,145.2872434,00:00.0,44:09.4,40:41.0,48:09.9,19.34305613,10.11574445,5.401031521,9.398533637
222,15728,20080506,20080513,SO69952,4214 Northwood Dr.,,Cranbourne,Victoria,Australia,15728,-38.11141135,145.2828789,00:00.0,13:55.4,03:28.0,11:44.9,19.09041842,4.461978709,10.81275763,2.08832699
222,15641,20071024,20071031,SO56600,2756 Eastgate Ave.,,Cranbourne,Victoria,Australia,15641,-38.11057119,145.2791815,00:00.0,43:57.6,34:08.0,35:53.5,14.33480325,2.027201467,11.88220775,3.628080357
222,15235,20080228,20080306,SO65024,8763 Lori Dr.,,Cranbourne,Victoria,Australia,15235,-38.102965,145.2764159,00:00.0,03:11.5,22:49.0,00:01.5,19.67224475,10.83204785,14.94734831,1.359919023
222,17324,20080429,20080506,SO69247,2542 Pinecrest Court,,Cranbourne,Victoria,Australia,17324,-38.0666537,145.3383931,00:00.0,00:08.1,50:24.0,07:39.5,19.24020271,2.136944819,3.660756589,7.324790061
222,12034,20080326,20080402,SO66890,9707 Daffodil Drive,,Cranbourne,Victoria,Australia,12034,-38.11164026,145.2881199,00:00.0,01:49.3,52:04.0,55:22.4,21.37869604,5.935911512,0.620781447,2.260550439
222,13628,20080329,20080405,SO67086,7886 Burwood Way,,Cranbourne,Victoria,Australia,13628,-38.10100036,145.2755301,00:00.0,08:40.0,57:07.0,49:32.3,18.0499354,8.197827224,16.00904202,6.319882084
222,13618,20080531,20080607,SO71771,5508 Trembath Court,,Geelong,Victoria,Australia,13618,-38.1449579,144.3561465,00:00.0,29:13.8,49:09.0,15:25.1,19.78803725,3.150528542,39.05000523,1.54677548
222,14008,20070816,20070823,SO52624,3283 Terra Granda,,Geelong,Victoria,Australia,14008,-38.15754839,144.3677907,00:00.0,56:08.8,18:35.0,05:41.9,19.55675768,8.818150544,21.85368539,8.114741707
222,13008,20080619,20080626,SO73261,1962 Race Road,,Geelong,Victoria,Australia,13008,-38.1592191,144.3526854,00:00.0,26:18.2,29:02.0,07:50.6,20.19028659,2.152166412,5.131254671,10.93157152
222,11904,20080102,20080109,SO61368,5742 Curtis Drive,,Geelong,Victoria,Australia,11904,-38.1785074,144.3515124,00:00.0,00:43.9,47:10.0,19:54.4,19.52451111,4.76809666,3.16748657,2.120835549
222,11364,20080418,20080425,SO68469,4536 Killdeer Court,,Geelong,Victoria,Australia,11364,-38.15278341,144.3599019,00:00.0,19:21.3,30:48.0,30:48.0,18.25700163,3.105269171,6.125878789,10.31245943
222,17299,20080517,20080524,SO70805,563 Coggind Drive,,Geelong,Victoria,Australia,17299,-38.15717282,144.3609488,00:00.0,36:16.8,23:42.0,13:38.8,20.02069391,9.800174919,11.65354768,9.076792575
222,21896,20071208,20071215,SO59584,2360 Cobblestone Ct.,,Geelong,Victoria,Australia,21896,-38.14842568,144.3559201,00:00.0,16:19.6,39:04.0,16:47.2,20.74334806,7.265114589,3.468470594,7.804713078
222,21999,20080501,20080508,SO69627,8641 Summitview Dr.,,Geelong,Victoria,Australia,21999,-38.14929784,144.3687875,00:00.0,34:45.4,57:43.0,26:47.0,20.15680164,5.542701165,11.87755353,7.55693338
222,22020,20080329,20080405,SO67084,3514 Sunshine,,Geelong,Victoria,Australia,22020,-37.8164883,144.8496626,00:00.0,45:59.0,36:58.0,20:40.2,16.33895859,10.38859533,5.269163463,9.516999452
222,19555,20071018,20071025,SO56319,9778 Concord Royale,,Geelong,Victoria,Australia,19555,-38.15841456,144.3686924,00:00.0,46:23.4,36:45.0,38:24.7,20.30061352,1.986840249,14.25940373,10.35262876
222,22936,20080615,20080622,SO73013,676 Yosemite Ct,,Geelong,Victoria,Australia,22936,-38.15350758,144.3610752,00:00.0,11:31.4,53:37.0,53:37.0,18.4357819,8.589644254,16.90101828,1.754362886
222,22952,20070827,20070903,SO53189,3742 Alpine Drive,,Geelong,Victoria,Australia,22952,-38.14699402,144.3562764,00:00.0,48:02.7,58:02.0,56:27.5,20.51848375,8.687701232,17.65153621,3.512627124
222,28535,20070809,20070816,SO52324,1513 Deercreek Ln.,,Geelong,Victoria,Australia,28535,-38.14353267,144.3658966,00:00.0,27:49.4,36:48.0,19:20.0,19.25135507,8.311436562,1.198931487,1.510189737
222,25947,20080217,20080224,SO64359,1485 La Vista Avenue,,Geelong,Victoria,Australia,25947,-38.14129093,144.3702313,00:00.0,15:33.4,30:56.0,25:21.3,18.90155796,7.800799927,7.475485818,8.736721698
222,27910,20070817,20070824,SO52720,Knaackstr 2,,Melbourne,Victoria,Australia,27910,-37.81790138,144.9718824,00:00.0,42:03.9,24:23.0,58:10.6,15.41519108,10.1277976,13.79704458,4.26150138
222,25295,20080717,20080724,SO74653,1660 Bonifacio St.,,Melbourne,Victoria,Australia,25295,-37.80601432,144.9691327,00:00.0,33:06.7,34:41.0,02:27.2,18.6457977,1.546041287,3.149470087,1.771638407
222,24920,20071103,20071110,SO57304,2225 Ashford Court,,Melbourne,Victoria,Australia,24920,-38.0183644,145.3370978,00:00.0,55:42.5,12:54.0,02:24.6,19.74280128,2.623489997,15.71828429,3.710841217
222,20158,20070804,20070811,SO52061,2012 Reisling Court,,Melbourne,Victoria,Australia,20158,-37.814076,144.9581581,00:00.0,17:38.3,51:06.0,49:44.0,17.16935175,1.587151296,17.92237824,9.250581862
222,22575,20071212,20071219,SO59885,5135 Oak Park Blvd.,,Melbourne,Victoria,Australia,22575,-37.7254479,144.9240316,00:00.0,58:30.6,15:56.0,33:46.6,16.5309391,4.867290625,4.556440847,5.890159115
222,16679,20070815,20070822,SO52586,3731 Broadmoor Avenue,,Melbourne,Victoria,Australia,16679,-37.81095717,144.9602589,00:00.0,53:47.7,39:22.0,06:21.9,21.25658032,6.869177231,15.39006698,6.979461352
222,18741,20080520,20080527,SO70951,7490 Northwood Dr,,Melbourne,Victoria,Australia,18741,-37.7371906,145.0939639,00:00.0,48:55.0,04:46.0,04:46.0,17.594831,1.975474438,8.711651171,4.469095671
222,15222,20071220,20071227,SO60388,4767 Detroit Ave.,,Melbourne,Victoria,Australia,15222,-37.80403648,144.9616003,00:00.0,17:46.3,01:46.0,59:31.1,19.5251157,8.844154429,0.889093388,9.340288577
222,15581,20080227,20080305,SO64952,2444 North Ranchford,,Melton,Victoria,Australia,15581,-37.67400347,144.5340659,00:00.0,03:05.8,40:02.0,24:36.2,19.04058751,4.687376746,7.700204361,9.757386464
222,18746,20070907,20070914,SO53969,7435 Ricardo,,Melton,Victoria,Australia,18746,-37.6949386,144.5715164,00:00.0,47:04.0,09:50.0,48:14.3,22.13922768,9.184770091,6.566790482,9.199191876
222,12004,20080209,20080216,SO63878,7265 Mt. Dell Dr.,,Melton,Victoria,Australia,12004,-37.6647926,144.5465237,00:00.0,21:32.2,00:24.0,45:41.2,20.66859067,8.392813434,9.413445039,6.94518387
222,21370,20080117,20080124,SO62237,7629 Alier Dr.,,Melton,Victoria,Australia,21370,-37.67363949,144.5366834,00:00.0,49:55.4,16:58.0,09:26.4,13.25264757,6.273584814,10.05182307,9.757804383
222,23416,20070902,20070909,SO53662,857 San Simeon Drive,,Melton,Victoria,Australia,23416,-37.67498002,144.5490614,00:00.0,09:20.5,14:04.0,50:18.0,21.46431695,7.413562133,3.732230021,7.636508052
222,25820,20070815,20070822,SO52584,5796 Lightwood Dr.,,Melton,Victoria,Australia,25820,-37.6939501,144.5450796,00:00.0,45:11.5,07:39.0,25:00.6,19.65265454,5.100132892,3.807977526,6.603965681
222,25826,20080319,20080326,SO66485,8037 Hillridge Way,,Melton,Victoria,Australia,25826,-37.66043568,144.5348843,00:00.0,32:32.7,28:40.0,26:58.3,19.39022695,1.767673369,6.364062624,7.040357185
222,28349,20080423,20080430,SO68817,2481 Scramble Rd.,,Seaford,Victoria,Australia,28349,-38.1135103,145.129326,00:00.0,34:26.5,46:24.0,44:49.0,17.36417914,6.519879651,5.447829267,3.157387831
222,24243,20071217,20071224,SO60185,8741 Clyde Street,,Seaford,Victoria,Australia,24243,-38.142576,145.1248654,00:00.0,31:16.9,36:31.0,11:32.7,16.60407373,8.96357023,2.244550539,3.265777389
